FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
457;458;Yes;50-59;57;No;With Traffic;K: Killed;Travel Lane;White;Male;None - Rural Crash;Onslow;No;01/01/2003;27/07/2011;Motorist Overtaking Bicyclist;16;Non-Intersection;01/07/2001;01/01/2001 16:51;Motorist Overtaking - Bicyclist Swerved;311235;2011;K: Killed;Residential;50-59;52;No;51-55 mph;O: No Injury;White;Male;Motorcycle;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;34.75514, -77.5517
459;460;No;30-39;30;No;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Male;Durham;Durham;No;01/01/2004;28/07/2011;Motorist Right Turn / Merge;18;Intersection;01/07/2001;01/01/2001 18:16;Motorist Right Turn - Same Direction;121213;2011;C: Possible Injury;Residential;NA;NA;Missing;21-25 mph;Injury;/Missing;NA;Sport Utility;No;Yes;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.94793, -78.9238
465;466;Yes;16-19;18;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;New Hanover;No;01/01/2006;30/07/2011;Backing Vehicle;17;Non-Intersection;01/07/2001;01/01/2001 17:39;Backing Vehicle;311600;2011;B: Evident Injury;Residential;70+;NA;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Coarse Asphalt;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;34.25867, -77.8604
466;467;No;16-19;17;No;Not Applicable;O: No Injury;Travel Lane;Black;Male;None - Rural Crash;Cumberland;No;01/01/2003;27/07/2011;Bicyclist Failed to Yield - Midblock;16;Non-Intersection;01/07/2001;01/01/2001 16:56;Bicyclist Ride Out - Other Midblock;313318;2011;O: No Injury;Farms, Woods, Pastures;60-69;62;No;36-40 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Mixed (30% To 70% Developed);4 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Coastal;Rural;40 - 45  MPH;No Control Present;Clear;No;34.99952, -78.8978
470;471;Yes;10-juin;10;No;Not Applicable;B: Evident Injury;Non-Roadway;Black;Male;Charlotte;Mecklenburg;No;01/01/2006;16/07/2011;Non-Roadway;20;Non-Roadway;01/07/2001;01/01/2001 20:12;Non-Roadway;460910;2011;B: Evident Injury;Residential;40-49;40;No;6-10 mph;O: No Injury;Hispanic;Male;Pickup;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.27299, -80.7721
476;477;No;40-49;40;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Fayetteville;Cumberland;No;01/01/2003;06/07/2011;Motorist Failed to Yield - Sign-Controlled Intersection;6;Intersection-Related;01/07/2001;01/01/2001 06:39;Motorist Drive Out - Sign-Controlled Intersection;211141;2011;C: Possible Injury;Residential;20-24;22;No;6-10 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;Stop Sign;Cloudy;No;35.02066, -78.9401
481;482;Yes;60-69;61;No;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Male;Concord;Cabarrus;No;01/01/2004;21/07/2011;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01/07/2001;01/01/2001 18:34;Motorist Drive Out - Sign-Controlled Intersection;121141;2011;B: Evident Injury;Residential;60-69;68;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.39624, -80.5678
482;483;Yes;20-24;22;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2005;22/07/2011;Motorist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/07/2001;01/01/2001 17:20;Motorist Drive Out - Sign-Controlled Intersection;132141;2011;B: Evident Injury;Residential;60-69;64;No;0-5 mph;O: No Injury;Black;Male;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;Obstruction In Roadway;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.27883, -80.7759
502;503;Yes;50-59;50;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Carolina Beach;New Hanover;No;01/01/2007;24/07/2011;Motorist Failed to Yield - Midblock;9;Non-Intersection;01/07/2001;01/01/2001 09:03;Motorist Drive Out - Other Midblock;311328;2011;C: Possible Injury;Residential;30-39;36;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;34.01814, -77.8987
511;512;Yes;40-49;45;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Union;No;01/01/2004;11/08/2011;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/08/2001;01/01/2001 12:32;Motorist Drive Out - Sign-Controlled Intersection;111141;2011;B: Evident Injury;Farms, Woods, Pastures;30-39;34;No;0-5 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Rural;40 - 45  MPH;Stop Sign;Clear;No;34.9572, -80.6026
512;513;Yes;10-juin;7;No;Not Applicable;B: Evident Injury;Non-Roadway;Black;Male;None - Rural Crash;Pasquotank;No;01/01/2003;10/08/2011;Bicyclist Failed to Yield - Midblock;15;Non-Intersection;01/08/2001;01/01/2001 15:35;Bicyclist Ride Out - Commercial Driveway / Alley;363312;2011;B: Evident Injury;Farms, Woods, Pastures;70+;NA;No;31-35 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;36.41223, -76.3349
515;516;Yes;15-nov;12;No;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Female;None - Rural Crash;Hertford;No;01/01/2007;07/08/2011;Bicyclist Failed to Yield - Sign-Controlled Intersection;11;Intersection;01/08/2001;01/01/2001 11:55;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2011;B: Evident Injury;Farms, Woods, Pastures;20-24;20;No;51-55 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Stop Sign;Clear;No;36.25546, -76.9878
525;526;Yes;16-19;17;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Hendersonville;Henderson;No;01/01/2003;20/07/2011;Bicyclist Left Turn / Merge;11;Non-Intersection;01/07/2001;01/01/2001 11:52;Bicyclist Left Turn - Opposite Direction;311222;2011;C: Possible Injury;Commercial;50-59;52;No;6-10 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Mountains;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.30681, -82.455
528;529;No;40-49;46;No;Not Applicable;O: No Injury;Travel Lane;Black;Male;Fayetteville;Cumberland;No;01/01/2006;06/08/2011;Motorist Left Turn / Merge;13;Non-Intersection;01/08/2001;01/01/2001 13:44;Motorist Left Turn - Opposite Direction;313212;2011;O: No Injury;Commercial;50-59;57;No;16-20 mph;O: No Injury;Black;Male;Pickup;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;35.09897, -78.9144
533;534;No;15-nov;15;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01/01/2004;04/08/2011;Motorist Failed to Yield - Sign-Controlled Intersection;12;Intersection;01/08/2001;01/01/2001 12:53;Motorist Drive Out - Sign-Controlled Intersection;112141;2011;C: Possible Injury;Residential;50-59;50;No;0-5 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.07864, -80.278
534;535;No;16-19;18;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;01/01/2003;10/08/2011;Loss of Control / Turning Error;16;Intersection;01/08/2001;01/01/2001 16:12;Bicyclist Lost Control - Oversteering, Improper Braking, Speed;111122;2011;C: Possible Injury;Residential;50-59;56;No;26-30 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.2335, -80.8232
535;536;No;15-nov;12;No;With Traffic;C: Possible Injury;Travel Lane;Hispanic;Male;Charlotte;Mecklenburg;No;01/01/2003;10/08/2011;Loss of Control / Turning Error;19;Intersection;01/08/2001;01/01/2001 19:36;Motorist Turning Error - Left Turn;111111;2011;C: Possible Injury;Residential;50-59;53;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.2427, -80.7168
540;541;No;25-29;27;No;Facing Traffic;O: No Injury;Bike Lane / Paved Shoulder;White;Male;Raleigh;Wake;No;01/01/2005;19/08/2011;Motorist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/08/2001;01/01/2001 17:35;Motorist Drive Out - Sign-Controlled Intersection;122141;2011;O: No Injury;Commercial;50-59;59;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.78922, -78.6938
542;543;No;50-59;54;No;Not Applicable;B: Evident Injury;Travel Lane;Hispanic;Male;Charlotte;Mecklenburg;No;NA;15/08/2011;Bicyclist Failed to Yield - Midblock;15;Non-Intersection;01/08/2001;01/01/2001 15:14;Multiple Threat - Midblock;313357;2011;B: Evident Injury;Commercial;40-49;40;No;26-30 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;35.13783, -80.8793
549;550;Yes;16-19;18;No;Not Applicable;C: Possible Injury;NA;Black;Male;Greenville;Pitt;No;01/01/2005;12/08/2011;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01/08/2001;01/01/2001 12:41;Bicyclist Ride Out - Other Midblock;393318;2011;C: Possible Injury;Institutional;40-49;49;No;6-10 mph;O: No Injury;White;Female;Van;No;No;Daylight;Mixed (30% To 70% Developed);1 lane;2;Straight - Level;Local Street;Dry;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;5 - 15 MPH;No Control Present;Clear;No;35.6072, -77.3634
550;551;No;10-juin;9;No;Facing Traffic;O: No Injury;Travel Lane;White;Male;Mooresville;Iredell;No;01/01/2005;12/08/2011;Crossing Paths - Other Circumstances;15;Intersection;01/08/2001;01/01/2001 15:39;Signalized Intersection - Other /;112158;2011;O: No Injury;Commercial;60-69;61;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.59534, -80.8164
554;555;Yes;50-59;52;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;None - Rural Crash;Stokes;No;01/01/2005;26/08/2011;Motorist Overtaking Bicyclist;20;Non-Intersection;01/08/2001;01/01/2001 20:35;Motorist Overtaking - Misjudged Space;311232;2011;C: Possible Injury;Farms, Woods, Pastures;NA;NA;Missing;41-45 mph;Injury;/Missing;NA;Passenger Car;No;Yes;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;36.31817, -80.1212
558;559;No;30-39;30;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2002;16/08/2011;Motorist Failed to Yield - Signalized Intersection;8;Intersection;01/08/2001;01/01/2001 08:56;Motorist Drive Through - Signalized Intersection;111154;2011;B: Evident Injury;Commercial;20-24;22;No;26-30 mph;B: Evident Injury;Black;Female;Motorcycle;No;No;Dawn;Urban (>70% Developed);7 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.22565, -80.8453
567;568;Yes;20-24;20;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Female;None - Rural Crash;Dare;No;01/01/2006;20/08/2011;Motorist Failed to Yield - Midblock;11;Non-Intersection;01/08/2001;01/01/2001 11:37;Motorist Drive Out - Commercial Driveway / Alley;332322;2011;B: Evident Injury;Commercial;25-29;29;No;NA;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;Obstruction In Roadway;T-Intersection;Coarse Asphalt;Coastal;Rural;NA;No Control Present;Clear;No;36.16869, -75.7553
573;574;No;50-59;53;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01/01/2002;23/08/2011;Motorist Overtaking Bicyclist;15;Non-Intersection;01/08/2001;01/01/2001 15:09;Motorist Overtaking - Misjudged Space;311232;2011;C: Possible Injury;Residential;NA;NA;No;31-35 mph;Injury;/Missing;NA;Van;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;36.10981, -80.2141
576;577;Yes;16-19;19;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Boone;Watauga;No;01/01/2006;20/08/2011;Motorist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01/08/2001;01/01/2001 13:10;Motorist Drive Out - Sign-Controlled Intersection;111141;2011;B: Evident Injury;Commercial;NA;NA;Missing;0-5 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;US Route;Wet;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Mountains;Urban;30 - 35  MPH;Stop Sign;Rain;No;36.19982, -81.6598
577;578;No;20-24;21;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;Chapel Hill;Orange;No;01/01/2005;26/08/2011;Motorist Right Turn / Merge;12;Intersection;01/08/2001;01/01/2001 12:22;Motorist Right Turn - Same Direction;111213;2011;B: Evident Injury;Residential;50-59;52;No;16-20 mph;O: No Injury;White;Female;Pickup;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.90886, -79.0593
578;579;Yes;10-juin;9;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Sunset Beach;Brunswick;No;01/01/2004;18/08/2011;Bicyclist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01/08/2001;01/01/2001 18:59;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2011;B: Evident Injury;Residential;50-59;54;No;6-10 mph;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Coastal;Rural;20 - 25  MPH;Stop Sign;Clear;No;33.87114, -78.4983
581;582;No;30-39;31;No;Facing Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Fayetteville;Cumberland;No;01/01/2004;01/09/2011;Motorist Failed to Yield - Midblock;15;Non-Intersection;01/09/2001;01/01/2001 15:32;Motorist Drive Out - Commercial Driveway / Alley;332322;2011;O: No Injury;Commercial;60-69;66;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.05625, -78.8952
587;588;No;15-nov;12;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Durham;Durham;No;01/01/2007;04/09/2011;Motorist Overtaking Bicyclist;17;Non-Intersection;01/09/2001;01/01/2001 17:29;Motorist Overtaking - Bicyclist Swerved;311235;2011;B: Evident Injury;Residential;0-19;18;No;36-40 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Curve - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.95927, -78.8973
607;608;No;16-19;17;No;Not Applicable;O: No Injury;Non-Roadway;White;Female;Emerald Isle;Carteret;No;01/01/2006;03/09/2011;Bicyclist Failed to Yield - Midblock;12;Non-Intersection;01/09/2001;01/01/2001 12:15;Bicyclist Ride Out - Other Midblock;363318;2011;O: No Injury;Commercial;30-39;30;No;6-10 mph;O: No Injury;White;Female;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Rural;20 - 25  MPH;No Control Present;Clear;No;34.66063, -77.0506
622;623;Yes;20-24;20;Yes;With Traffic;K: Killed;Travel Lane;Black;Male;None - Rural Crash;Pitt;Yes;01/01/2004;15/09/2011;Motorist Overtaking Bicyclist;3;Non-Intersection;01/09/2001;01/01/2001 03:08;Motorist Overtaking - Undetected Bicyclist;311231;2011;K: Killed;Farms, Woods, Pastures;50-59;59;No;51-55 mph;C: Possible Injury;Black;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);4 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;No Special Feature;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;No Control Present;Clear;No;35.74123, -77.3593
624;625;Yes;16-19;16;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Fayetteville;Cumberland;No;01/01/2002;06/09/2011;Motorist Failed to Yield - Sign-Controlled Intersection;18;Intersection;01/09/2001;01/01/2001 18:44;Motorist Drive Out - Sign-Controlled Intersection;111141;2011;B: Evident Injury;Residential;40-49;47;No;41-45 mph;O: No Injury;Black;Female;Passenger Car;Yes;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Coastal;Urban;20 - 25  MPH;Stop Sign;Rain;No;35.02265, -78.9915
625;626;No;20-24;21;No;With Traffic;C: Possible Injury;Other;White;Male;Stedman;Cumberland;No;01/01/2004;08/09/2011;Motorist Right Turn / Merge;18;Intersection;01/09/2001;01/01/2001 18:30;Motorist Right Turn - Same Direction;181213;2011;C: Possible Injury;Commercial;NA;NA;Missing;11-15 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Related To Intersection;Smooth Asphalt;Coastal;Rural;30 - 35  MPH;No Control Present;Clear;No;35.0136, -78.6936
628;629;Yes;40-49;48;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Wake;No;01/01/2005;16/09/2011;Motorist Overtaking Bicyclist;19;Non-Intersection;01/09/2001;01/01/2001 19:27;Motorist Overtaking - Other /;311239;2011;B: Evident Injury;Residential;40-49;44;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;30 - 35  MPH;Double Yellow Line, No Passing Zone;Cloudy;No;35.71126, -78.6142
631;632;Yes;50-59;51;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Carrboro;Orange;No;NA;12/09/2011;Motorist Failed to Yield - Midblock;14;Non-Intersection;01/09/2001;01/01/2001 14:08;Motorist Drive Out - Commercial Driveway / Alley;332322;2011;C: Possible Injury;Commercial;40-49;42;No;11-15 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;NA;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.91093, -79.0673
637;638;No;50-59;53;No;Not Applicable;B: Evident Injury;Non-Roadway;White;Male;Raleigh;Wake;No;NA;19/09/2011;Non-Roadway;6;Non-Roadway;01/09/2001;01/01/2001 06:57;Non-Roadway;460910;2011;B: Evident Injury;Commercial;50-59;54;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dawn;Mixed (30% To 70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;35.85872, -78.712
638;639;No;NA;NA;Missing;With Traffic;Injury;Travel Lane;/Missing;NA;None - Rural Crash;Nash;No;01/01/2004;15/09/2011;Motorist Failed to Yield - Sign-Controlled Intersection;1;Intersection;01/09/2001;01/01/2001 01:02;Motorist Drive Out - Sign-Controlled Intersection;111141;2011;O: No Injury;Farms, Woods, Pastures;25-29;29;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);4 lanes;2;Straight - Grade;NC Route;Dry;Two-Way, Divided, Unprotected Median;None;Y-Intersection;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Stop Sign;Clear;No;35.98481, -77.9815
641;642;Yes;25-29;25;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Winston-Salem;Forsyth;No;01/01/2004;15/09/2011;Bicyclist Failed to Yield - Sign-Controlled Intersection;16;Intersection;01/09/2001;01/01/2001 16:00;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2011;B: Evident Injury;Residential;40-49;48;No;NA;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.08807, -80.2762
651;652;Yes;50-59;55;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Jacksonville;Onslow;No;01/01/2002;20/09/2011;Motorist Failed to Yield - Signalized Intersection;8;Intersection;01/09/2001;01/01/2001 07:59;Motorist Drive Out - Right Turn on Red;132151;2011;C: Possible Injury;Commercial;30-39;33;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);6 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;Stop And Go Signal;Cloudy;No;34.7607, -77.4154
655;656;Yes;20-24;23;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Other;Male;Raleigh;Wake;No;NA;26/09/2011;Motorist Failed to Yield - Signalized Intersection;9;Intersection;01/09/2001;01/01/2001 09:45;Motorist Drive Out - Signalized Intersection;132152;2011;C: Possible Injury;Residential;NA;NA;Missing;41-45 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Concrete;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;35.76911, -78.6913
656;657;No;40-49;48;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;Yes;01/01/2003;21/09/2011;Motorist Failed to Yield - Midblock;9;Non-Intersection;01/09/2001;01/01/2001 09:04;Motorist Drive Out - Commercial Driveway / Alley;332322;2011;B: Evident Injury;Commercial;25-29;28;Yes;NA;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Wet;One-Way, Not Divided;None;Driveway, Public;Concrete;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;35.20109, -80.8434
